,order_status,customer,order_date,order_quantity,sales,discount,discount_value,product_category,product_sub_category
2045,Order Finished,Fred Mc Math,2010-05-12,36,2898900,0.04,115956,Office Supplies,Binders & Binder Accessories
2046,Order Finished,Debra Catini,2009-11-10,10,161840,0.09,14566,Office Supplies,Paper
2047,Order Finished,Sylvia Foulston,2009-08-22,50,15634900,0.03,469047,Furniture,Chairs & Chairmats
2048,Order Finished,Chuck Sachs,2010-10-16,4,127860,0.03,3836,Furniture,Office Furnishings
2051,Order Finished,Keith Herrera,2010-06-21,11,76480,0.02,1530,Office Supplies,Labels
2052,Order Finished,Janet Martin,2012-01-27,27,160660,0.01,1607,Office Supplies,Pens & Art Supplies
2053,Order Finished,David Kendrick,2009-09-01,43,7664480,0.09,689803,Furniture,Office Furnishings
2054,Order Finished,Becky Martin,2011-10-25,40,13236914,0.1,1323691,Technology,Telephones & Communication
2056,Order Finished,Emily Burns,2011-03-03,1,45480,0.03,1364,Furniture,Office Furnishings
2057,Order Finished,Bradley Talbott,2011-02-14,34,780700,0.05,39035,Office Supplies,Pens & Art Supplies
2058,Order Finished,Luke Foster,2012-09-25,36,1545340,0.0,0,Office Supplies,Binders & Binder Accessories
2063,Order Finished,Joni Wasserman,2012-12-03,13,191360,0.07,13395,Office Supplies,Paper
2064,Order Finished,Dianna Wilson,2010-01-14,49,10664840,0.06,639890,Furniture,Chairs & Chairmats
2065,Order Finished,Michelle Tran,2011-06-03,34,436540,0.03,13096,Office Supplies,Binders & Binder Accessories
2071,Order Finished,Vivian Mathis,2009-06-29,22,3302180,0.05,165109,Technology,Computer Peripherals
2073,Order Finished,Sanjit Jacobs,2009-01-16,6,1359200,0.02,27184,Furniture,Office Furnishings
2077,Order Finished,Vivian Mathis,2012-03-16,7,1775880,0.02,35518,Technology,Office Machines
2078,Order Finished,Michelle Tran,2009-09-30,29,360760,0.08,28861,Office Supplies,Paper
2080,Order Finished,Michelle Tran,2012-01-12,30,520240,0.05,26012,Furniture,Office Furnishings
2081,Order Returned,Michelle Tran,2010-03-24,14,569240,0.1,56924,Office Supplies,Storage & Organization
2082,Order Finished,Matt Collister,2011-11-22,41,318520,0.01,3185,Office Supplies,Labels
2083,Order Finished,Ralph Arnett,2009-05-28,1,115680,0.07,8098,Office Supplies,Appliances
2084,Order Finished,Dave Hallsten,2011-06-25,47,5852660,0.09,526739,Office Supplies,Binders & Binder Accessories
2086,Order Finished,Ralph Arnett,2011-01-06,5,102600,0.05,5130,Office Supplies,Paper
2088,Order Finished,Michelle Tran,2009-12-23,41,5623400,0.09,506106,Furniture,Tables
2089,Order Finished,Michelle Tran,2012-08-09,31,262400,0.01,2624,Office Supplies,Appliances
2092,Order Returned,Helen Wasserman,2011-04-28,2,406600,0.08,32528,Furniture,Office Furnishings
2095,Order Finished,Vivian Mathis,2010-07-05,2,38720,0.1,3872,Office Supplies,Paper
2103,Order Returned,Matt Collister,2009-01-01,9,1744960,0.08,139597,Office Supplies,Storage & Organization
2104,Order Finished,Bradley Nguyen,2011-05-09,26,7235280,0.07,506470,Furniture,Tables
2106,Order Finished,Helen Wasserman,2012-06-26,19,1353580,0.0,0,Technology,Computer Peripherals
2110,Order Finished,Valerie Mitchum,2011-02-24,38,9004520,0.09,810407,Technology,Office Machines
2111,Order Finished,Bradley Nguyen,2010-07-18,39,475780,0.0,0,Office Supplies,Paper
2114,Order Finished,Bart Pistole,2009-10-04,24,391660,0.04,15666,Technology,Computer Peripherals
2115,Order Finished,Helen Wasserman,2010-12-03,15,189680,0.01,1897,Office Supplies,Paper
2117,Order Finished,Michelle Tran,2009-12-20,38,4630220,0.06,277813,Office Supplies,Storage & Organization
2118,Order Finished,Barry Gonzalez,2010-09-19,22,2165600,0.02,43312,Office Supplies,Appliances
2121,Order Finished,Carol Adams,2009-03-13,19,246200,0.06,14772,Office Supplies,Paper
2127,Order Finished,Michelle Tran,2011-02-06,4,2561460,0.09,230531,Furniture,Tables
2131,Order Finished,Sanjit Jacobs,2011-10-03,17,10245220,0.05,512261,Office Supplies,Binders & Binder Accessories
2137,Order Returned,Sanjit Jacobs,2010-05-18,38,663060,0.0,0,Technology,Computer Peripherals
2138,Order Finished,Chad Mc Guire,2011-10-28,22,989680,0.07,69278,Furniture,Office Furnishings
2139,Order Finished,Gene Mc Clure,2011-11-19,8,2200000,0.07,154000,Technology,Office Machines
2141,Order Finished,Barry Gonzalez,2011-12-19,37,5277580,0.1,527758,Furniture,Tables
2143,Order Finished,Scott Cohen,2012-05-31,39,32056520,0.02,641130,Furniture,Tables
2145,Order Finished,Natalie De Cherney,2010-06-14,21,251800,0.04,10072,Office Supplies,Paper
2146,Order Finished,Barry Gonzalez,2011-06-06,21,381980,0.1,38198,Office Supplies,Pens & Art Supplies
2148,Order Finished,Vivek Sundaresam,2012-02-01,31,5932260,0.08,474581,Furniture,Bookcases
2150,Order Returned,Barry Gonzalez,2009-08-14,18,315700,0.01,3157,Technology,Computer Peripherals
2151,Order Finished,Barry Gonzalez,2012-03-30,14,609300,0.1,60930,Office Supplies,Paper
2152,Order Finished,Michelle Huthwaite,2011-05-21,49,284200,0.01,2842,Office Supplies,Labels
2154,Order Finished,Bradley Nguyen,2011-03-02,50,842720,0.07,58990,Office Supplies,Appliances
2156,Order Finished,Cynthia Delaney,2011-04-21,43,2487760,0.1,248776,Office Supplies,Pens & Art Supplies
2157,Order Finished,Barry Gonzalez,2012-10-29,16,3235820,0.04,129433,Furniture,Bookcases
2160,Order Finished,Vivek Sundaresam,2010-06-16,33,7272740,0.06,436364,Furniture,Chairs & Chairmats
2161,Order Finished,Vivian Mathis,2010-06-19,30,406960,0.04,16278,Office Supplies,Paper
2163,Order Finished,Rick Reed,2009-01-12,45,31926180,0.03,957785,Furniture,Chairs & Chairmats
2168,Order Finished,Cynthia Delaney,2010-04-01,22,10577780,0.0,0,Furniture,Tables
2171,Order Finished,Ross De Vincentis,2012-01-24,47,46479920,0.06,2788795,Furniture,Chairs & Chairmats
2174,Order Returned,Tom Stivers,2011-09-11,47,12263080,0.06,735785,Furniture,Chairs & Chairmats
2175,Order Finished,Vivek Sundaresam,2010-07-25,29,951160,0.04,38046,Technology,Computer Peripherals
2176,Order Finished,Gary Mc Garr,2010-07-13,50,548080,0.1,54808,Office Supplies,Binders & Binder Accessories
2177,Order Finished,Matt Collister,2009-04-19,20,7921980,0.09,712978,Technology,Copiers & Fax
2178,Order Finished,Vivian Mathis,2011-05-23,16,279380,0.01,2794,Office Supplies,Appliances
2181,Order Finished,Michelle Huthwaite,2009-01-13,17,78460,0.06,4708,Furniture,Office Furnishings
2185,Order Finished,Carol Adams,2011-08-15,38,525800,0.06,31548,Office Supplies,Paper
2188,Order Finished,Tom Stivers,2009-05-23,44,3689940,0.03,110698,Office Supplies,Binders & Binder Accessories
2191,Order Finished,Darren Budd,2012-05-16,33,406980,0.0,0,Furniture,Office Furnishings
2193,Order Finished,Tom Stivers,2010-10-24,2,42020,0.03,1261,Office Supplies,Paper
2194,Order Finished,Vivian Mathis,2009-07-06,20,1051560,0.03,31547,Furniture,Office Furnishings
2195,Order Finished,Grant Thornton,2012-02-14,5,33200,0.07,2324,Office Supplies,Binders & Binder Accessories
2196,Order Finished,Carlos Meador,2010-11-14,28,14769080,0.09,1329217,Furniture,Tables
2197,Order Finished,Doug Jacobs,2010-12-09,48,15045600,0.04,601824,Office Supplies,Envelopes
2198,Order Finished,Speros Goranitis,2012-10-07,38,3221520,0.1,322152,Office Supplies,Storage & Organization
2199,Order Finished,Michael Paige,2010-02-08,39,295760,0.0,0,Office Supplies,Binders & Binder Accessories
2202,Order Finished,Ann Blume,2010-03-19,22,691380,0.02,13828,Office Supplies,Paper
2203,Order Finished,Damala Kotsonis,2011-12-14,34,7154220,0.1,715422,Furniture,Bookcases
2204,Order Finished,Paul Knutson,2009-09-21,16,192080,0.05,9604,Office Supplies,"Scissors, Rulers & Trimmers"
2205,Order Finished,George Zrebassa,2009-12-27,19,110540,0.05,5527,Office Supplies,Labels
2206,Order Finished,Noel Staavos,2011-12-20,41,320220,0.1,32022,Office Supplies,Paper
2209,Order Finished,Tom Prescott,2011-12-22,17,145500,0.05,7275,Office Supplies,Binders & Binder Accessories
2211,Order Finished,Dianna Arnett,2009-06-14,21,8402160,0.01,84022,Furniture,Office Furnishings
2212,Order Finished,Chuck Sachs,2009-06-15,15,10056620,0.06,603397,Furniture,Chairs & Chairmats
2216,Order Finished,David Flashing,2010-11-25,20,8216340,0.09,739471,Furniture,Tables
2218,Order Finished,Ben Peterman,2012-02-15,49,10017522,0.04,400701,Technology,Telephones & Communication
2222,Order Finished,Tom Prescott,2009-10-01,8,87440,0.06,5246,Office Supplies,Paper
2224,Order Finished,Sylvia Foulston,2009-12-19,48,403960,0.05,20198,Office Supplies,Appliances
2225,Order Finished,Alex Grayson,2009-04-06,31,18919880,0.04,756795,Furniture,Bookcases
2226,Order Finished,Barry Franz,2012-08-07,2,40320,0.06,2419,Office Supplies,Paper
2230,Order Finished,Cathy Hwang,2009-10-01,46,600140,0.05,30007,Office Supplies,Paper
2231,Order Finished,Deborah Brumfield,2010-03-19,46,4845442,0.1,484544,Technology,Telephones & Communication
2232,Order Finished,Frank Atkinson,2012-10-27,10,91380,0.01,914,Office Supplies,Pens & Art Supplies
2235,Order Finished,Erica Hernandez,2011-06-12,28,3943120,0.05,197156,Furniture,Bookcases
2236,Order Finished,Bobby Elias,2011-08-24,33,6187520,0.07,433126,Office Supplies,Storage & Organization
2237,Order Finished,Jennifer Patt,2012-04-03,47,26764020,0.09,2408762,Technology,Office Machines
2238,Order Finished,Karl Brown,2011-11-06,35,7065920,0.08,565274,Furniture,Tables
2239,Order Finished,Katherine Murray,2009-09-01,1,22700,0.09,2043,Office Supplies,Paper
2240,Order Finished,Paul Knutson,2011-10-05,9,244280,0.04,9771,Office Supplies,Storage & Organization
2241,Order Finished,Maribeth Dona,2010-01-25,11,2765600,0.01,27656,Office Supplies,Storage & Organization
2242,Order Finished,Paul Knutson,2010-05-20,14,1400920,0.02,28018,Office Supplies,Paper
2243,Order Finished,Denise Leinenbach,2012-07-02,3,85000,0.07,5950,Office Supplies,Pens & Art Supplies
2244,Order Finished,Michael Paige,2010-10-10,39,558580,0.07,39101,Furniture,Office Furnishings
2245,Order Finished,Michael Kennedy,2011-09-22,48,3469440,0.04,138778,Office Supplies,Paper
2249,Order Finished,Debra Catini,2012-10-21,17,2251520,0.0,0,Furniture,Office Furnishings
2250,Order Returned,Ellis Ballard,2010-02-01,18,599740,0.02,11995,Office Supplies,Envelopes
2251,Order Finished,Fred Mc Math,2011-07-15,8,169280,0.0,0,Office Supplies,Appliances
2252,Order Finished,Andy Reiter,2009-04-13,1,6840,0.05,342,Office Supplies,Binders & Binder Accessories
2254,Order Finished,Dianna Wilson,2011-09-10,5,190760,0.03,5723,Office Supplies,Binders & Binder Accessories
2256,Order Finished,Michael Stewart,2010-05-13,16,3404998,0.08,272400,Technology,Telephones & Communication
2260,Order Finished,Pierre Wener,2012-05-17,7,80220,0.07,5615,Technology,Computer Peripherals
2263,Order Finished,Eric Barreto,2012-05-27,7,4472320,0.05,223616,Furniture,Chairs & Chairmats
2264,Order Finished,Troy Staebel,2012-08-20,21,2981120,0.01,29811,Office Supplies,Appliances
2266,Order Finished,Benjamin Venier,2010-03-25,22,10405792,0.02,208116,Furniture,Tables
2267,Order Finished,Tracy Poddar,2012-04-12,35,13216480,0.09,1189483,Office Supplies,Appliances
2268,Order Finished,Ellis Ballard,2011-02-25,2,15960,0.04,638,Office Supplies,Rubber Bands
2269,Order Finished,Paul Knutson,2009-10-05,49,16504722,0.07,1155331,Technology,Telephones & Communication
2270,Order Finished,Elizabeth Moffitt,2009-05-20,4,885980,0.04,35439,Furniture,Bookcases
2273,Order Finished,Alan Shonely,2011-04-11,20,2155617,0.06,129337,Technology,Telephones & Communication
2276,Order Finished,Janet Martin,2011-05-04,10,340700,0.03,10221,Office Supplies,Storage & Organization
2277,Order Finished,Brendan Murry,2012-10-30,15,5135280,0.0,0,Furniture,Tables
2279,Order Returned,Christy Brittain,2010-07-23,12,2933900,0.02,58678,Furniture,Chairs & Chairmats
2283,Order Finished,Karl Brown,2011-01-29,31,1585520,0.02,31710,Office Supplies,Binders & Binder Accessories
2284,Order Finished,Carlos Meador,2011-08-26,44,2907408,0.0,0,Technology,Telephones & Communication
2286,Order Finished,Peter Mc Vee,2012-09-15,18,253380,0.04,10135,Office Supplies,Binders & Binder Accessories
2287,Order Finished,Corey Lock,2012-03-03,34,290960,0.03,8729,Office Supplies,Pens & Art Supplies
2288,Order Finished,Debra Catini,2009-01-24,5,636620,0.08,50930,Office Supplies,Appliances
2290,Order Finished,Pierre Wener,2012-08-04,45,927860,0.06,55672,Office Supplies,Pens & Art Supplies
2291,Order Finished,Fred Mc Math,2012-09-06,16,151540,0.0,0,Office Supplies,Appliances
2293,Order Finished,Darrin Sayre,2012-01-10,35,25483620,0.09,2293526,Office Supplies,Storage & Organization
2294,Order Returned,Brad Thomas,2009-11-23,36,1144800,0.07,80136,Office Supplies,Storage & Organization
2295,Order Finished,Elizabeth Moffitt,2011-04-28,11,110980,0.04,4439,Furniture,Office Furnishings
2297,Order Finished,Evan Henry,2011-03-21,7,815745,0.02,16315,Technology,Telephones & Communication
2300,Order Finished,Deanra Eno,2012-02-19,20,74800,0.09,6732,Office Supplies,Pens & Art Supplies
2301,Order Finished,Pierre Wener,2009-11-04,25,176740,0.09,15907,Office Supplies,Labels
2303,Order Finished,Sylvia Foulston,2009-11-02,37,19035200,0.09,1713168,Furniture,Chairs & Chairmats
2307,Order Finished,Erica Hernandez,2010-05-08,1,846600,0.01,8466,Office Supplies,Storage & Organization
2308,Order Finished,Darrin Sayre,2012-03-09,23,89780,0.09,8080,Office Supplies,Pens & Art Supplies
2310,Order Finished,Sara Luxemburg,2010-07-31,3,1108640,0.01,11086,Office Supplies,Binders & Binder Accessories
2321,Order Finished,Ellis Ballard,2009-04-10,28,131400,0.02,2628,Furniture,Office Furnishings
2322,Order Finished,Julie Kriz,2009-08-15,34,447520,0.03,13426,Office Supplies,Paper
2323,Order Finished,Rick Duston,2009-05-28,18,212900,0.03,6387,Office Supplies,Pens & Art Supplies
2325,Order Finished,Julia Barnett,2010-12-13,26,18451300,0.03,553539,Furniture,Tables
2326,Order Finished,Helen Wasserman,2010-12-17,48,180100,0.03,5403,Office Supplies,Rubber Bands
2327,Order Returned,Anne Pryor,2011-10-20,25,251700,0.09,22653,Technology,Computer Peripherals
2332,Order Finished,Caroline Jumper,2010-03-01,7,1121020,0.04,44841,Office Supplies,Appliances
2333,Order Finished,Pamela Stobb,2010-04-16,35,1178480,0.08,94278,Office Supplies,Appliances
2334,Order Finished,Aaron Smayling,2009-04-08,27,258200,0.0,0,Office Supplies,Envelopes
2336,Order Finished,Caroline Jumper,2011-07-15,30,8294940,0.09,746545,Technology,Office Machines
2337,Order Finished,Pamela Stobb,2012-10-29,13,8004280,0.02,160086,Office Supplies,Binders & Binder Accessories
2338,Order Finished,Jasper Cacioppo,2009-01-07,3,21160,0.05,1058,Office Supplies,Binders & Binder Accessories
2345,Order Finished,John Stevenson,2009-10-04,19,2368900,0.02,47378,Office Supplies,Appliances
2348,Order Finished,Ben Wallace,2011-04-13,41,234800,0.01,2348,Office Supplies,Labels
2356,Order Finished,Logan Haushalter,2010-12-28,17,1918178,0.06,115091,Technology,Telephones & Communication
2357,Order Finished,Sheri Gordon,2009-10-28,18,10918640,0.03,327559,Office Supplies,Appliances
2358,Order Finished,John Stevenson,2010-09-19,10,298500,0.08,23880,Office Supplies,Binders & Binder Accessories
2359,Order Finished,Phillip Flathmann,2012-08-23,37,2399400,0.01,23994,Office Supplies,Envelopes
2362,Order Finished,Daniel Lacy,2012-01-30,36,3288440,0.05,164422,Furniture,Office Furnishings
2363,Order Finished,Dorris Love,2011-01-19,8,80520,0.01,805,Office Supplies,Paper
2364,Order Finished,Ben Wallace,2009-07-02,45,9259340,0.04,370374,Furniture,Office Furnishings
2369,Order Finished,Pamela Stobb,2009-03-22,44,14625720,0.03,438772,Furniture,Chairs & Chairmats
2371,Order Finished,Alan Haines,2010-10-06,31,2952240,0.03,88567,Furniture,Tables
2378,Order Returned,Katherine Nockton,2011-10-01,26,13533712,0.02,270674,Furniture,Tables
2379,Order Finished,Stewart Visinsky,2010-07-27,6,1304660,0.09,117419,Furniture,Chairs & Chairmats
2383,Order Finished,Laurel Elliston,2009-12-03,7,69320,0.06,4159,Office Supplies,Envelopes
2386,Order Finished,Dennis Kane,2011-09-15,36,158040,0.08,12643,Office Supplies,Binders & Binder Accessories
2387,Order Finished,Jasper Cacioppo,2011-08-11,33,2107480,0.07,147524,Furniture,Office Furnishings
2390,Order Finished,Phillip Flathmann,2010-12-20,4,31400,0.01,314,Office Supplies,Labels
2392,Order Finished,Theresa Swint,2011-09-19,17,702500,0.01,7025,Office Supplies,Paper
2393,Order Finished,Max Engle,2010-03-07,37,563180,0.07,39423,Furniture,Office Furnishings
2394,Order Finished,Alan Haines,2009-10-20,44,323600,0.06,19416,Office Supplies,Binders & Binder Accessories
2396,Order Finished,Tom Stivers,2010-12-26,17,426120,0.03,12784,Office Supplies,Pens & Art Supplies
2397,Order Finished,Mathew Reese,2012-06-08,31,620920,0.0,0,Office Supplies,Storage & Organization
2400,Order Finished,Logan Haushalter,2012-09-19,24,152120,0.02,3042,Office Supplies,Labels
2402,Order Finished,Dennis Kane,2009-11-29,31,361400,0.1,36140,Technology,Computer Peripherals
2403,Order Returned,Bill Eplett,2010-01-20,5,2507780,0.09,225700,Technology,Office Machines
2406,Order Finished,Jennifer Ferguson,2012-12-03,3,1824700,0.07,127729,Furniture,Chairs & Chairmats
2409,Order Finished,Sarah Brown,2010-11-09,20,69880,0.05,3494,Technology,Computer Peripherals
2413,Order Finished,Anne Pryor,2010-07-16,21,15962400,0.02,319248,Furniture,Tables
2414,Order Finished,Max Engle,2011-05-20,6,410480,0.01,4105,Technology,Computer Peripherals
2417,Order Finished,Jasper Cacioppo,2012-07-16,16,19391680,0.0,0,Technology,Copiers & Fax
2419,Order Finished,Stuart Van,2012-03-17,5,88340,0.02,1767,Furniture,Office Furnishings
2423,Order Finished,Karen Ferguson,2010-07-28,8,2190540,0.03,65716,Furniture,Tables
2424,Order Finished,Karen Ferguson,2012-06-19,34,19044240,0.04,761770,Office Supplies,Storage & Organization
2425,Order Finished,Logan Haushalter,2009-12-30,37,2841780,0.06,170507,Office Supplies,Appliances
2429,Order Finished,Anne Pryor,2010-12-30,5,107320,0.09,9659,Office Supplies,Envelopes
2433,Order Finished,Carol Triggs,2009-03-14,38,11359180,0.09,1022326,Furniture,Tables
2434,Order Finished,Lindsay Castell,2009-04-21,26,2058580,0.06,123515,Office Supplies,Paper
2436,Order Finished,Logan Haushalter,2012-12-29,36,25380660,0.08,2030453,Office Supplies,Binders & Binder Accessories
2438,Order Finished,Caroline Jumper,2010-01-29,28,10310140,0.06,618608,Office Supplies,Storage & Organization
2440,Order Finished,Tom Stivers,2012-05-07,10,1414600,0.06,84876,Furniture,Bookcases
2442,Order Finished,Jennifer Ferguson,2011-08-13,7,522340,0.03,15670,Furniture,Chairs & Chairmats
